Selection Result,Trial,Arena,Time bin,Velocity,Velocity,In zone,In zone,Zone alternation,Zone alternation,Zone alternation,Zone alternation,Distance moved 2,Acceleration,Acceleration
,,,,Center-point,Center-point,Inside / Center-point,Inside / Center-point,Center-point / Alternations,Center-point / Max alternations,Center-point / Direct revisits,Center-point / Indirect revisits,Center-point,Center-point,Center-point
,,,,Mean,Maximum,Frequency,Cumulative Duration,Frequency,Frequency,Frequency,Frequency,Total,Mean,Maximum
,,,,mm/s,mm/s,,s,,,,,mm,mm/s_,mm/s_
LD WT,Trial     6,B4,0:17:40-0:18:00,5.36195,151.501,0,0,0,0,0,0,107.239,0.0986799,5893.63
LD WT,Trial     6,B4,0:18:00-0:18:20,5.23691,44.2098,0,0,0,0,0,0,104.738,0.00720545,1413.89
LD WT,Trial     6,B5,0:15:00-0:15:20,4.80158,173.21,2,6.22,0,0,0,0,96.0317,-0.482623,6930.66
LD WT,Trial     6,B5,0:15:20-0:15:40,5.20174,87.6042,0,0,0,0,0,0,103.827,0.0901513,3317.49
LD WT,Trial     6,B5,0:15:40-0:16:00,5.16601,40.9944,4,2.58,0,0,0,0,103.32,0.0653212,1205.21
LD WT,Trial     6,B5,0:16:00-0:16:20,4.92604,39.7967,2,1.28,0,0,0,0,98.5208,-0.000669266,1619.35
LD WT,Trial     6,B5,0:16:20-0:16:40,4.54386,29.5353,0,0,0,0,0,0,90.8772,0.215881,1362.51
LD WT,Trial     6,B5,0:16:40-0:17:00,5.03947,87.6842,0,0,0,0,0,0,100.588,-0.593139,3940.75
LD WT,Trial     6,B5,0:17:00-0:17:20,4.81786,38.3367,0,0,0,0,0,0,96.3572,0.0436827,1321.61
LD WT,Trial     6,B5,0:17:20-0:17:40,4.8447,59.0345,0,0,0,0,0,0,96.894,0.365033,2295.27
LD WT,Trial     6,B5,0:17:40-0:18:00,5.47391,101.954,1,2.46,0,0,0,0,109.478,-0.459344,3723.72
LD WT,Trial     6,B5,0:18:00-0:18:20,5.00584,82.0098,1,0.18,0,0,0,0,100.117,0.492319,3213.76
LD WTSK,Trial     4,D1,0:15:00-0:15:20,4.45777,167.998,2,11.4,0,0,0,0,89.1554,0.307587,7241.72
LD WTSK,Trial     4,D1,0:15:20-0:15:40,6.04889,123.814,0,0,0,0,0,0,120.736,0.174928,4689.95
LD WTSK,Trial     4,D1,0:15:40-0:16:00,4.60972,90.2725,1,5.24,0,0,0,0,92.1945,-0.0344811,2672.02
LD WTSK,Trial     4,D1,0:16:00-0:16:20,5.17527,126.588,0,0,0,0,0,0,103.505,0.230545,5413.78
LD WTSK,Trial     4,D1,0:16:20-0:16:40,4.92016,103.099,1,0.76,0,0,0,0,98.4031,-0.441575,4232.62
LD WTSK,Trial     4,D1,0:16:40-0:17:00,5.00163,117.528,13,1.6,0,0,0,0,99.8326,-0.00178891,4683.1
LD WTSK,Trial     4,D1,0:17:00-0:17:20,6.64663,99.6294,1,0.08,0,0,0,0,132.933,0.220479,3428.3
LD WTSK,Trial     4,D1,0:17:20-0:17:40,5.4483,97.0583,1,0.34,0,0,0,0,108.966,-0.119608,2697.15
LD WTSK,Trial     4,D1,0:17:40-0:18:00,6.02582,46.9381,0,0,0,0,0,0,120.516,-0.206413,1281.82
LD WTSK,Trial     4,D1,0:18:00-0:18:20,5.91891,52.8382,1,1.3,0,0,0,0,118.141,0.233977,2114.72
LD WTSK,Trial     4,D2,0:15:00-0:15:20,5.37736,136.139,1,0.46,0,0,0,0,107.547,-0.173289,6314.12
LD WTSK,Trial     4,D2,0:15:20-0:15:40,5.84458,46.9672,2,2.76,0,0,0,0,116.658,0.189334,1528.09
LD WTSK,Trial     4,D2,0:15:40-0:16:00,5.65202,115.748,7,0.28,0,0,0,0,113.04,0.333763,5710.04
LD WTSK,Trial     4,D2,0:16:00-0:16:20,5.2729,39.9813,13,5.84,0,0,0,0,105.458,0.262989,1169.47
LD WTSK,Trial     4,D2,0:16:20-0:16:40,5.02638,42.2587,3,7.46,0,0,0,0,100.528,-0.669074,1531.24
LD WTSK,Trial     4,D2,0:16:40-0:17:00,5.26442,138.007,1,1.74,0,0,0,0,105.078,0.401142,6213.27
LD WTSK,Trial     4,D2,0:17:00-0:17:20,6.06549,95.9178,1,0.38,0,0,0,0,121.31,-0.289767,4390
LD WTSK,Trial     4,D2,0:17:20-0:17:40,5.45168,60.5237,0,0,0,0,0,0,109.034,0.164565,2445.52
LD WTSK,Trial     4,D2,0:17:40-0:18:00,5.18712,35.7175,0,0,0,0,0,0,103.742,-0.0103187,1188.4
LD WTSK,Trial     4,D2,0:18:00-0:18:20,5.35415,43.5515,4,2.98,0,0,0,0,106.869,-0.231049,1648.64
LD WTSK,Trial     4,D3,0:15:00-0:15:20,5.06812,138.816,0,0,0,0,0,0,101.362,-0.37973,5754.3
LD WTSK,Trial     4,D3,0:15:20-0:15:40,4.48095,124.494,0,0,0,0,0,0,89.4399,0.201374,5091.42
LD WTSK,Trial     4,D3,0:15:40-0:16:00,5.04412,40.6527,0,0,0,0,0,0,100.882,0.354619,1207.9
LD WTSK,Trial     4,D3,0:16:00-0:16:20,6.09538,130.176,0,0,0,0,0,0,121.908,-0.329339,4979.63
LD WTSK,Trial     4,D3,0:16:20-0:16:40,4.45054,129.775,0,0,0,0,0,0,89.0108,0.34213,5504.52
LD WTSK,Trial     4,D3,0:16:40-0:17:00,4.54226,38.1353,0,0,0,0,0,0,90.6635,-0.26824,1489.56
LD WTSK,Trial     4,D3,0:17:00-0:17:20,4.80658,52.1873,0,0,0,0,0,0,96.1316,-0.0281985,1926.78
LD WTSK,Trial     4,D3,0:17:20-0:17:40,4.39362,73.1681,0,0,0,0,0,0,87.8723,-0.125394,3378.76
LD WTSK,Trial     4,D3,0:17:40-0:18:00,4.40907,117.347,1,4.78,0,0,0,0,88.1813,0.303779,4336.59
LD WTSK,Trial     4,D3,0:18:00-0:18:20,5.05288,173.818,1,0.16,0,0,0,0,100.855,0.114629,7528.6
LD WTSK,Trial     4,D4,0:15:00-0:15:20,5.31841,146.217,0,0,0,0,0,0,106.368,0.0706817,6725.54
LD WTSK,Trial     4,D4,0:15:20-0:15:40,5.08026,102.939,0,0,0,0,0,0,101.402,0.124667,5028.72
LD WTSK,Trial     4,D4,0:15:40-0:16:00,5.29435,143.298,0,0,0,0,0,0,105.887,-0.0214445,6378.23
LD WTSK,Trial     4,D4,0:16:00-0:16:20,5.01319,150.913,0,0,0,0,0,0,100.264,0.29212,6358.37
LD WTSK,Trial     4,D4,0:16:20-0:16:40,5.33235,56.2869,0,0,0,0,0,0,106.647,-0.334397,1664.17
LD WTSK,Trial     4,D4,0:16:40-0:17:00,4.86185,168.307,0,0,0,0,0,0,97.0425,0.282635,7508.85
LD WTSK,Trial     4,D4,0:17:00-0:17:20,5.07972,130.462,0,0,0,0,0,0,101.594,-0.178146,5842.38
LD WTSK,Trial     4,D4,0:17:20-0:17:40,5.57027,128.562,0,0,0,0,0,0,111.405,0.0805058,5700.09
LD WTSK,Trial     4,D4,0:17:40-0:18:00,4.87447,64.3375,0,0,0,0,0,0,97.4893,0.175818,2912.97
LD WTSK,Trial     4,D4,0:18:00-0:18:20,5.90498,117.998,0,0,0,0,0,0,117.863,-0.333493,5415.74
LD WTSK,Trial     4,D5,0:15:00-0:15:20,6.31869,149.286,0,0,0,0,0,0,126.374,0.236392,6344.3
LD WTSK,Trial     4,D5,0:15:20-0:15:40,6.04757,131.739,0,0,0,0,0,0,120.709,-0.395776,5783.41
LD WTSK,Trial     4,D5,0:15:40-0:16:00,5.5775,34.1891,0,0,0,0,0,0,111.55,0.145274,1198.13
LD WTSK,Trial     4,D5,0:16:00-0:16:20,6.15006,39.998,0,0,0,0,0,0,123.001,1.1176,1445.25
LD WTSK,Trial     4,D5,0:16:20-0:16:40,5.82177,145.396,0,0,0,0,0,0,116.435,-1.03229,6220.48
LD WTSK,Trial     4,D5,0:16:40-0:17:00,5.63304,36.0236,1,1.96,0,0,0,0,112.436,-0.0290475,997.895
LD WTSK,Trial     4,D5,0:17:00-0:17:20,4.93458,35.4981,3,5.32,0,0,0,0,98.6916,-0.0339603,1192.99
LD WTSK,Trial     4,D5,0:17:20-0:17:40,5.62145,38.7924,1,1.58,0,0,0,0,112.429,0.292021,1384.32
LD WTSK,Trial     4,D5,0:17:40-0:18:00,5.67808,36.0904,5,1.88,0,0,0,0,113.562,-0.28414,1155.87
LD WTSK,Trial     4,D5,0:18:00-0:18:20,5.92636,35.7201,0,0,0,0,0,0,118.29,-0.291003,1233.1
LD WTSK,Trial     4,D6,0:15:00-0:15:20,6.02125,99.1038,0,0,0,0,0,0,120.425,0.0487249,3394.58
LD WTSK,Trial     4,D6,0:15:20-0:15:40,5.22506,91.708,0,0,0,0,0,0,104.292,-0.671018,3950.67
LD WTSK,Trial     4,D6,0:15:40-0:16:00,5.11743,43.199,1,2.62,0,0,0,0,102.349,0.387745,1816.06
LD WTSK,Trial     4,D6,0:16:00-0:16:20,5.24509,147.264,1,0.96,0,0,0,0,104.902,-0.354445,6479.43
LD WTSK,Trial     4,D6,0:16:20-0:16:40,5.00567,110.104,0,0,0,0,0,0,100.113,-0.0626863,4326.01
LD WTSK,Trial     4,D6,0:16:40-0:17:00,5.02463,78.7489,0,0,0,0,0,0,100.292,-0.531549,2902.58
LD WTSK,Trial     4,D6,0:17:00-0:17:20,4.64052,126.11,0,0,0,0,0,0,92.8103,-0.0704274,5121.82
LD WTSK,Trial     4,D6,0:17:20-0:17:40,5.77367,96.5806,0,0,0,0,0,0,115.473,0.116242,4058.09
LD WTSK,Trial     4,D6,0:17:40-0:18:00,5.03074,138.977,0,0,0,0,0,0,100.615,-0.11923,5715.58
LD WTSK,Trial     4,D6,0:18:00-0:18:20,4.84231,96.054,0,0,0,0,0,0,96.6526,-0.0866813,4307.11
LD WTSK,Trial     5,D1,0:15:00-0:15:20,6.56805,108.219,0,0,0,0,0,0,131.361,0.589878,4529.67
LD WTSK,Trial     5,D1,0:15:20-0:15:40,6.70025,54.7207,0,0,0,0,0,0,133.737,-0.305589,2193.91
LD WTSK,Trial     5,D1,0:15:40-0:16:00,7.48795,82.1943,0,0,0,0,0,0,149.759,0.123737,2698.32
LD WTSK,Trial     5,D1,0:16:00-0:16:20,7.15619,49.3511,0,0,0,0,0,0,143.124,0.35878,1745.83
LD WTSK,Trial     5,D1,0:16:20-0:16:40,6.70876,120.486,0,0,0,0,0,0,133.907,-0.0952772,4963.6
LD WTSK,Trial     5,D1,0:16:40-0:17:00,6.89125,53.7796,0,0,0,0,0,0,137.549,-0.339495,1736.97
LD WTSK,Trial     5,D1,0:17:00-0:17:20,6.86946,41.4998,0,0,0,0,0,0,137.389,0.231297,1268.34
LD WTSK,Trial     5,D1,0:17:20-0:17:40,6.69406,67.2331,0,0,0,0,0,0,133.881,-0.208825,2426.72
LD WTSK,Trial     5,D1,0:17:40-0:18:00,7.08716,50.7106,0,0,0,0,0,0,141.743,0.990626,2326.06
LD WTSK,Trial     5,D1,0:18:00-0:18:20,6.70109,140.179,0,0,0,0,0,0,134.022,-0.975898,6055.55
LD WTSK,Trial     5,D2,0:15:00-0:15:20,4.35705,157.892,16,10.04,0,0,0,0,87.1411,-0.355201,5553.88
LD WTSK,Trial     5,D2,0:15:20-0:15:40,7.27416,100.006,0,0,0,0,0,0,145.192,0.337664,4569.23
LD WTSK,Trial     5,D2,0:15:40-0:16:00,4.51938,138.095,2,2.16,0,0,0,0,90.3876,-0.0763837,6062.15
LD WTSK,Trial     5,D2,0:16:00-0:16:20,5.14113,116.416,7,3.46,0,0,0,0,102.823,0.159455,3060.28
LD WTSK,Trial     5,D2,0:16:20-0:16:40,5.54876,40.8153,1,0.54,0,0,0,0,110.753,0.158777,1926.77
LD WTSK,Trial     5,D2,0:16:40-0:17:00,4.88334,137.09,1,1.02,0,0,0,0,97.4715,-0.080904,6828.81
LD WTSK,Trial     5,D2,0:17:00-0:17:20,5.34755,154.671,1,0.1,0,0,0,0,106.951,0.240439,5934.45
LD WTSK,Trial     5,D2,0:17:20-0:17:40,5.63822,133.729,0,0,0,0,0,0,112.764,-0.245863,6419.5
LD WTSK,Trial     5,D2,0:17:40-0:18:00,5.29237,41.0154,2,0.66,0,0,0,0,105.847,0.0296941,1411.08
LD WTSK,Trial     5,D2,0:18:00-0:18:20,3.25401,136.365,0,0,0,0,0,0,65.0802,-0.0313818,4668.79
LD WTSK,Trial     5,D3,0:15:00-0:15:20,5.37896,124.304,0,0,0,0,0,0,107.579,-0.246371,4512.7
LD WTSK,Trial     5,D3,0:15:20-0:15:40,5.54106,124.488,0,0,0,0,0,0,110.6,-0.141927,5856.49
LD WTSK,Trial     5,D3,0:15:40-0:16:00,5.64436,70.0335,0,0,0,0,0,0,112.887,0.0094885,2908.55
LD WTSK,Trial     5,D3,0:16:00-0:16:20,5.09755,111.66,5,8.66,0,0,0,0,101.951,0.177223,3549.23
LD WTSK,Trial     5,D3,0:16:20-0:16:40,4.58886,45.0267,3,3.44,0,0,0,0,91.5936,-0.101749,1346.18
LD WTSK,Trial     5,D3,0:16:40-0:17:00,4.15761,34.5334,1,2.82,0,0,0,0,82.9859,-0.118722,991.405
LD WTSK,Trial     5,D3,0:17:00-0:17:20,4.99304,45.7625,2,3.84,0,0,0,0,99.8608,0.349048,1378.98
LD WTSK,Trial     5,D3,0:17:20-0:17:40,5.11557,136.676,4,2.02,0,0,0,0,102.311,-0.455759,5585.29
LD WTSK,Trial     5,D3,0:17:40-0:18:00,4.65538,39.4108,1,0.14,0,0,0,0,93.1075,0.990292,1185.04
LD WTSK,Trial     5,D3,0:18:00-0:18:20,5.58315,140.115,1,1.24,0,0,0,0,111.663,-0.814813,4254.12
LD WTSK,Trial     5,D4,0:15:00-0:15:20,5.50774,113.006,5,2.4,0,0,0,0,110.155,0.118926,2664.53
LD WTSK,Trial     5,D4,0:15:20-0:15:40,5.02445,106.072,0,0,0,0,0,0,100.288,-0.453817,5083.66
LD WTSK,Trial     5,D4,0:15:40-0:16:00,4.29587,61.6122,12,9.6,0,0,0,0,85.9174,-0.000932491,1087.68
LD WTSK,Trial     5,D4,0:16:00-0:16:20,4.83669,74.3029,0,0,0,0,0,0,96.7338,0.214054,2441.42
LD WTSK,Trial     5,D4,0:16:20-0:16:40,5.94335,45.468,0,0,0,0,0,0,118.629,-0.0883548,1771.44
LD WTSK,Trial     5,D4,0:16:40-0:17:00,5.68013,130.866,5,8.54,0,0,0,0,113.375,0.803225,6083.81
LD WTSK,Trial     5,D4,0:17:00-0:17:20,5.35889,142.674,1,0.04,0,0,0,0,107.178,0.10018,4897.93
LD WTSK,Trial     5,D4,0:17:20-0:17:40,5.39105,120.654,6,6.42,0,0,0,0,107.821,-0.330788,5586.9
LD WTSK,Trial     5,D4,0:17:40-0:18:00,5.49614,63.0574,0,0,0,0,0,0,109.923,-0.03494,2541.54
LD WTSK,Trial     5,D4,0:18:00-0:18:20,4.98416,31.8715,1,5.2,0,0,0,0,99.6833,1.42159,1408.21
LD WTSK,Trial     5,D5,0:15:00-0:15:20,6.42683,35.7166,0,0,0,0,0,0,128.537,0.853373,1368.64
LD WTSK,Trial     5,D5,0:15:20-0:15:40,5.26095,30.4384,0,0,0,0,0,0,105.009,-0.949158,1030.09
LD WTSK,Trial     5,D5,0:15:40-0:16:00,5.75991,36.7133,0,0,0,0,0,0,115.198,0.11813,1244.39
LD WTSK,Trial     5,D5,0:16:00-0:16:20,5.46721,36.8829,0,0,0,0,0,0,109.344,-0.190237,1292.32
LD WTSK,Trial     5,D5,0:16:20-0:16:40,7.30477,51.5487,0,0,0,0,0,0,145.803,-1.77309,1420.24
LD WTSK,Trial     5,D5,0:16:40-0:17:00,6.15064,34.6084,0,0,0,0,0,0,122.767,-0.311383,1200.94
LD WTSK,Trial     5,D5,0:17:00-0:17:20,4.91425,44.0736,0,0,0,0,0,0,98.2849,0.0463964,1191.76
LD WTSK,Trial     5,D5,0:17:20-0:17:40,4.39283,83.4965,1,0.6,0,0,0,0,87.8565,-0.0024982,3146.95
LD WTSK,Trial     5,D5,0:17:40-0:18:00,4.08052,39.6395,0,0,0,0,0,0,81.6104,0.0786051,1148.78
LD WTSK,Trial     5,D5,0:18:00-0:18:20,5.63965,47.7459,1,0.02,0,0,0,0,112.793,-0.0286427,1253.08
LD WTSK,Trial     5,D6,0:15:00-0:15:20,6.55844,64.4828,2,5.36,0,0,0,0,131.169,0.818784,2392.87
LD WTSK,Trial     5,D6,0:15:20-0:15:40,5.96223,126.997,5,4.38,0,0,0,0,119.006,-0.872285,5391.42
LD WTSK,Trial     5,D6,0:15:40-0:16:00,6.16012,56.4247,5,5.56,0,0,0,0,123.202,0.913696,2303.81
LD WTSK,Trial     5,D6,0:16:00-0:16:20,6.28108,103.676,4,4.12,0,0,0,0,125.622,-0.675928,4368.5
LD WTSK,Trial     5,D6,0:16:20-0:16:40,5.51608,37.8837,1,2.5,0,0,0,0,110.101,-0.1975,1262.92
LD WTSK,Trial     5,D6,0:16:40-0:17:00,5.71783,34.8356,3,1.28,0,0,0,0,114.128,0.690087,1332.6
LD WTSK,Trial     5,D6,0:17:00-0:17:20,6.25334,98.8934,13,2.76,0,0,0,0,125.067,-0.433697,3572.25
LD WTSK,Trial     5,D6,0:17:20-0:17:40,6.48833,53.576,1,2.44,0,0,0,0,129.767,-0.38985,1380.07
LD WTSK,Trial     5,D6,0:17:40-0:18:00,6.09831,50.3184,2,1.52,0,0,0,0,121.966,-0.116961,1238.45
LD WTSK,Trial     5,D6,0:18:00-0:18:20,6.21554,52.7554,2,2.06,0,0,0,0,124.311,-0.017883,2129.93
LD WTSK,Trial     6,C1,0:15:00-0:15:20,5.44259,82.8371,0,0,0,0,0,0,108.852,-0.172545,2529.52
LD WTSK,Trial     6,C1,0:15:20-0:15:40,5.11882,47.232,2,2.8,0,0,0,0,102.172,-0.375741,1713.71
LD WTSK,Trial     6,C1,0:15:40-0:16:00,5.60312,106.418,1,0.1,0,0,0,0,112.062,0.0371883,3195.92
LD WTSK,Trial     6,C1,0:16:00-0:16:20,5.91437,123.416,1,0.66,0,0,0,0,118.287,-0.0394785,4880.9
LD WTSK,Trial     6,C1,0:16:20-0:16:40,5.89198,57.1402,1,1.02,0,0,0,0,117.84,0.843477,1598.61
LD WTSK,Trial     6,C1,0:16:40-0:17:00,5.72965,154.93,0,0,0,0,0,0,114.364,-0.66162,6224.59
LD WTSK,Trial     6,C1,0:17:00-0:17:20,5.63588,41.1743,0,0,0,0,0,0,112.718,0.0262801,1922.37
LD WTSK,Trial     6,C1,0:17:20-0:17:40,5.60599,86.8446,0,0,0,0,0,0,112.12,0.208898,3903.15
LD WTSK,Trial     6,C1,0:17:40-0:18:00,5.54879,119.809,1,0.72,0,0,0,0,110.976,-0.206612,5922.69
LD WTSK,Trial     6,C1,0:18:00-0:18:20,4.97538,131.988,5,0.7,0,0,0,0,99.5076,-0.0690127,5399.77
LD WTSK,Trial     6,C2,0:15:00-0:15:20,7.08445,177.957,0,0,0,0,0,0,141.689,-0.890315,7786.22
LD WTSK,Trial     6,C2,0:15:20-0:15:40,7.1849,53.5321,0,0,0,0,0,0,143.411,0.449392,2105.46
LD WTSK,Trial     6,C2,0:15:40-0:16:00,6.48598,119.971,0,0,0,0,0,0,129.72,-0.274175,4026.24
LD WTSK,Trial     6,C2,0:16:00-0:16:20,6.73668,61.6145,0,0,0,0,0,0,134.734,0.290668,2683.94
LD WTSK,Trial     6,C2,0:16:20-0:16:40,6.72339,62.9824,0,0,0,0,0,0,134.468,-0.267863,1975.25
LD WTSK,Trial     6,C2,0:16:40-0:17:00,6.76399,47.6604,0,0,0,0,0,0,135.009,0.0760406,1684.84
LD WTSK,Trial     6,C2,0:17:00-0:17:20,6.46477,49.4624,0,0,0,0,0,0,129.295,0.117194,2131.12
LD WTSK,Trial     6,C2,0:17:20-0:17:40,7.12764,86.8713,1,2.08,0,0,0,0,142.553,-0.0736887,3022.92
LD WTSK,Trial     6,C2,0:17:40-0:18:00,5.61553,51.4345,0,0,0,0,0,0,112.311,-0.0978042,1696.93
LD WTSK,Trial     6,C2,0:18:00-0:18:20,7.38845,55.4198,0,0,0,0,0,0,147.769,0.227113,2097.62
LD WTSK,Trial     6,C3,0:15:00-0:15:20,5.36516,83.2806,0,0,0,0,0,0,107.303,0.5457,3233.86
LD WTSK,Trial     6,C3,0:15:20-0:15:40,5.24587,117.524,0,0,0,0,0,0,104.708,-0.161296,4098.18
LD WTSK,Trial     6,C3,0:15:40-0:16:00,5.54931,76.7866,0,0,0,0,0,0,110.986,-0.260865,2224.16
LD WTSK,Trial     6,C3,0:16:00-0:16:20,4.86722,35.522,4,3.4,0,0,0,0,97.3444,0.608079,1535.91
LD WTSK,Trial     6,C3,0:16:20-0:16:40,5.16881,31.8772,0,0,0,0,0,0,103.376,-0.230863,1141.54
LD WTSK,Trial     6,C3,0:16:40-0:17:00,5.30727,51.73,1,3.28,0,0,0,0,105.933,-0.382525,1926.08
LD WTSK,Trial     6,C3,0:17:00-0:17:20,5.45017,45.1709,2,3.08,0,0,0,0,109.003,-0.0679581,1110.94
LD WTSK,Trial     6,C3,0:17:20-0:17:40,4.91498,33.2444,1,3.18,0,0,0,0,98.2996,0.247122,1096.43
LD WTSK,Trial     6,C3,0:17:40-0:18:00,5.46224,37.1338,8,2.14,0,0,0,0,109.245,-0.146074,1118.58
LD WTSK,Trial     6,C3,0:18:00-0:18:20,5.12204,50.8366,1,1.6,0,0,0,0,102.441,-0.134708,1278.79
LD WTSK,Trial     6,C4,0:15:00-0:15:20,5.29807,123.423,3,5.88,0,0,0,0,105.961,0.0589957,3555.95
LD WTSK,Trial     6,C4,0:15:20-0:15:40,5.6106,130.462,3,3.28,0,0,0,0,111.987,0.108216,5133.84
LD WTSK,Trial     6,C4,0:15:40-0:16:00,6.59197,86.995,4,2.24,0,0,0,0,131.839,-0.222585,2682.18
LD WTSK,Trial     6,C4,0:16:00-0:16:20,5.61286,32.7657,7,2.56,0,0,0,0,112.257,0.104012,1346.64
LD WTSK,Trial     6,C4,0:16:20-0:16:40,7.05335,117.103,3,1.38,0,0,0,0,141.067,0.0167892,5616.61
LD WTSK,Trial     6,C4,0:16:40-0:17:00,6.91686,105.6,3,2.42,0,0,0,0,138.06,0.268863,2736.67
LD WTSK,Trial     6,C4,0:17:00-0:17:20,8.02202,140.191,1,0.02,0,0,0,0,160.44,-0.20856,5102.34
LD WTSK,Trial     6,C4,0:17:20-0:17:40,7.93198,124.681,5,1.7,0,0,0,0,158.64,0.932707,5226.27
LD WTSK,Trial     6,C4,0:17:40-0:18:00,7.23926,147.704,2,1.02,0,0,0,0,144.785,-0.90464,6385.18
LD WTSK,Trial     6,C4,0:18:00-0:18:20,5.47966,133.258,1,0.88,0,0,0,0,109.593,0.0121096,5465.21
LD WTSK,Trial     6,C5,0:15:00-0:15:20,5.61141,150.169,1,0.14,0,0,0,0,112.228,-0.335727,6110.56
LD WTSK,Trial     6,C5,0:15:20-0:15:40,5.11018,50.5008,0,0,0,0,0,0,101.999,-0.132256,1732.46
LD WTSK,Trial     6,C5,0:15:40-0:16:00,4.99656,35.1394,0,0,0,0,0,0,99.9311,-0.105279,1331.95
LD WTSK,Trial     6,C5,0:16:00-0:16:20,4.99169,54.1666,0,0,0,0,0,0,99.8337,0.121603,1595.01
LD WTSK,Trial     6,C5,0:16:20-0:16:40,4.5102,144.802,2,0.8,0,0,0,0,90.204,-0.0111341,6618.27
LD WTSK,Trial     6,C5,0:16:40-0:17:00,4.88587,44.1923,1,3,0,0,0,0,97.5219,1.34754,1183.49
LD WTSK,Trial     6,C5,0:17:00-0:17:20,5.34552,130.059,0,0,0,0,0,0,106.91,-0.889853,5740.27
LD WTSK,Trial     6,C5,0:17:20-0:17:40,5.16971,67.2323,10,10.7,0,0,0,0,103.394,0.196894,2177
LD WTSK,Trial     6,C5,0:17:40-0:18:00,5.27448,31.881,0,0,0,0,0,0,105.49,-0.274081,1170.85
LD WTSK,Trial     6,C5,0:18:00-0:18:20,4.40825,60.0524,2,1.56,0,0,0,0,88.1651,0.543797,1774.77
LD WTSK,Trial     6,C6,0:15:00-0:15:20,3.8865,139.443,0,0,0,0,0,0,77.73,0.254837,5946.6
LD WTSK,Trial     6,C6,0:15:20-0:15:40,3.99306,105.33,1,13.5,0,0,0,0,79.7016,0.303481,3243.69
LD WTSK,Trial     6,C6,0:15:40-0:16:00,4.32711,103.959,2,1.24,0,0,0,0,86.5421,-0.438256,2359.9
LD WTSK,Trial     6,C6,0:16:00-0:16:20,4.50528,30.0972,0,0,0,0,0,0,90.1056,-0.193889,848.056
LD WTSK,Trial     6,C6,0:16:20-0:16:40,3.18803,26.7969,10,15.6,0,0,0,0,63.7606,0.0370326,864.821
LD WTSK,Trial     6,C6,0:16:40-0:17:00,4.70727,138.026,0,0,0,0,0,0,93.9572,-0.249572,5307.25
LD WTSK,Trial     6,C6,0:17:00-0:17:20,3.36783,52.1357,1,14.8,0,0,0,0,67.3567,0.0238064,1179.9
LD WTSK,Trial     6,C6,0:17:20-0:17:40,3.28333,37.5653,1,8.64,0,0,0,0,65.6667,-0.0794559,1559.5
LD WTSK,Trial     6,C6,0:17:40-0:18:00,3.88322,26.8021,2,4.54,0,0,0,0,77.6644,0.729286,1148
LD WTSK,Trial     6,C6,0:18:00-0:18:20,3.3198,131.266,1,0.14,0,0,0,0,66.396,-0.748603,5012.07
LD WTSK,Trial     6,D1,0:15:00-0:15:20,5.46945,38.5564,1,0.44,0,0,0,0,109.389,0.160138,1238.02
LD WTSK,Trial     6,D1,0:15:20-0:15:40,5.68425,29.9034,0,0,0,0,0,0,113.458,-0.333919,1070.12
LD WTSK,Trial     6,D1,0:15:40-0:16:00,5.22925,41.5689,0,0,0,0,0,0,104.585,0.0785841,1457.04
LD WTSK,Trial     6,D1,0:16:00-0:16:20,5.13618,41.8488,2,4.32,0,0,0,0,102.724,0.00976556,1135.89
LD WTSK,Trial     6,D1,0:16:20-0:16:40,6.27074,155.311,6,0.42,0,0,0,0,125.415,-0.0630651,7390.37
LD WTSK,Trial     6,D1,0:16:40-0:17:00,5.60945,86.4382,0,0,0,0,0,0,111.965,-0.0987885,3097.73
LD WTSK,Trial     6,D1,0:17:00-0:17:20,4.71103,46.9575,0,0,0,0,0,0,94.2205,-0.17676,2073.48
LD WTSK,Trial     6,D1,0:17:20-0:17:40,4.96385,48.5603,0,0,0,0,0,0,99.2771,0.424864,2131.52
LD WTSK,Trial     6,D1,0:17:40-0:18:00,5.06819,73.9569,0,0,0,0,0,0,101.364,-0.390349,2315.44
LD WTSK,Trial     6,D1,0:18:00-0:18:20,5.65997,80.1985,0,0,0,0,0,0,113.199,0.0942338,3210.64
LD WTSK,Trial     6,D2,0:15:00-0:15:20,5.95162,178.1,1,0.02,0,0,0,0,119.032,-0.557172,5200.45
LD WTSK,Trial     6,D2,0:15:20-0:15:40,3.99539,162.15,1,3.76,0,0,0,0,79.748,-0.118362,7032.78
LD WTSK,Trial     6,D2,0:15:40-0:16:00,5.2939,148.304,12,2.88,0,0,0,0,105.878,0.0298261,5688.73
LD WTSK,Trial     6,D2,0:16:00-0:16:20,5.8777,133.535,11,5.38,0,0,0,0,117.554,0.128546,6497.56
LD WTSK,Trial     6,D2,0:16:20-0:16:40,5.42893,39.6791,0,0,0,0,0,0,108.579,-0.149069,1912.42
LD WTSK,Trial     6,D2,0:16:40-0:17:00,4.6771,44.3674,0,0,0,0,0,0,93.3549,0.359825,1177.81
LD WTSK,Trial     6,D2,0:17:00-0:17:20,5.41858,86.2526,0,0,0,0,0,0,108.372,-0.173017,3941.74
LD WTSK,Trial     6,D2,0:17:20-0:17:40,5.41413,121.004,0,0,0,0,0,0,108.283,0.733409,5205.77
